title,level1,level2,level3,description
"Rosemary Marinade, 200g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",The fine rosmary marinade from the organic butchery Karl Abegg in Langnau at the Albis ZH is particularly suitable for the marinating of chicken and pork. The homemade marinade can not be missed at any barbecue party this season - the quantity is enough for up to 10 steaks.
"Bio Hot paprika, 40g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","For those who like it hot! This hot paprika from Erboristi Lendi really turns up the heat. But of course in the good, subtle way with a lovely fruity chili touch. Of course it's organically farmed and fair trade - that is, it's guaranteed sustainably grown and fairly produced. So everyone wins."
"Bio Nutmeg, whole, 20g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","This organic nutmeg from Erboristi Lendi - also called Swiss Muschget - is one the most powerful things nature has to offer. Even a little bit of the nut from the center of the nutmeg fruit is enough to give a dish the unique nutmeg spice. In addition, thanks to the essential oils, it is also a balm for a cold - but beware: in high doses (over 10 grams) it can cause intoxication."
"Bio Fennel seeds, 100g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Fennel seeds are a central part of Indian cuisine: they are considered a remedy for digestion and freshen the mouth after every meal. We use fennel seeds as a cough suppressant or as a sedative - and also in the kitchen! These fennel seeds from Erboristi Lendi are guaranteed organic and come from certified fair production.
"Bio Seasoning and Vegetable Stock Dosing Can, 250g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"Elevate your dishes with Pfiffikus' organic sprinkle seasoning and vegetable broth. Crafted with care, these culinary essentials add depth and flavor to every meal. Enhance your cooking experience with the wholesome goodness of Pfiffikus. Order now and savor the taste of nature's finest."
"Bio Vegetable Broth Fat-Free, 250g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"The new organic vegetable broth fat-free is therefore very slim: palm oil-free, without added sugar, without flavor enhancer, lactose and gluten-free, vegan and even more organic. It convinces of the list of ingredients and definitely also of the taste!"
"Bio Seasoning and Vegetable Stock Refill Pack, 450g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"Elevate your dishes with Pfiffikus' organic sprinkle seasoning and vegetable broth. Crafted with care, these culinary essentials add depth and flavor to every meal. Enhance your cooking experience with the wholesome goodness of Pfiffikus. Order now and savor the taste of nature's finest."
"Bio Seasoning and Vegetable Stock Shaker, 80g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"Elevate your dishes with Pfiffikus' organic sprinkle seasoning and vegetable broth. Crafted with care, these culinary essentials add depth and flavor to every meal. Enhance your cooking experience with the wholesome goodness of Pfiffikus. Order now and savor the taste of nature's finest."
"Bio Beef Bone Broth, 600g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"Organic beef bone broth or consommÃ© is a pure delicacy in international cuisine. A consommÃ© takes time to make, but then results in a very intense end product. Whether simply as a soup or as a base for soups and sauces."
"Bio Chicken Broth, 500ml","Pasta, condiments & canned food",Soups & stock,Stock cubes,The organic power soup from chicken from the BIOLogisch in Lupfig is ready to enjoy and wonderfully intense in taste. Ready-made by the specialists in Lupfig.
"Bio Vegetable Broth without Yeast, 500g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"Indulge in Soulspice's Organic Vegetable Broth without yeast. Crafted with love, it's a flavorful blend of farm-fresh goodness. Elevate your dishes with this nutritious essence from Mother Nature."
"Bio Vegetable Bouillon Paste, 400g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"The new organic vegetable broth fat-free is very slim: palm oil-free, without added sugar, without flavor enhancer, lactose and gluten-free, vegan and even more organic. It convinces with its list of ingredients and definitely also of the taste!"
"Bio Vegetable Bouillon, 160g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"The Bio vegetable bouillon paste from Nullkommanull with its strong taste is made from fresh vegetables and herbs from the region and Swiss Sel des Alpes salt. It is not only free of additives and flavour enhancers but also gluten and lactose free. This paste is also suitable for vegan cuisine and can be used for seasoning various dishes, such as risotto. After opening, the bouillon should be stored in the refrigerator and can be kept for a good 3 months or longer."
"Bio Vegetable bouillon, yeast- & fat-free, 200g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"The bouillon for purists: Vegetable bouillon paste yeast and fat-free. This guarantees that there are no greasy spots in the soup. For the warmth from the inside we recommend it pure, for spicy dishes as a natural substitute for salt."
"Maggi Natural Vegetable Bouillon, 80g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"Especially practical and fine: the natural vegetable broth in cube format from Maggi ! Fine carrots, fine leeks and a touch of Peterli provide a particularly vegetable flavor - without artificial additives. Ideal to refine your dishes."
"Bio Beef Broth, 130g","Pasta, condiments & canned food",Soups & stock,Stock cubes,The organic beef broth from dennree with beef content tastes as a spicy drinking broth. Use the beef broth as a soup base as well as a fine seasoning for meat and vegetable dishes. The contents of the jar yields approximately 6.5 liters of broth.
"Knorr Vegetable Bouillon 100% natural ingredients, 228g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"Vegetable Bouillon 100% Natural by Knorr - The ideal basis for cool vegetable soups! This powder is made from 100% natural ingredients, best sea salt and aromatic herbs."
"Maggi Bio Bouillon Vegetable, 110g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"All the know-how of Maggi in organic! The organic vegetable broth has a 20.1% vegetable content, more than twice as high as the classic product from Maggi. Carefully selected vegetables, fine herbs as well as perfectly coordinated spices ensure a delicious taste!"
"Vegetable Bouillon Instant, 150g","Pasta, condiments & canned food",Soups & stock,Stock cubes,The Vegetable Bouillon Instant from Morga in Ebnat-Kappel in Toggenburg is suitable for seasoning and cooking and gives your dishes that certain something.
"Bio Vegetable Broth yeast-free, 130g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"The organic vegetable broth yeast-free from dennree is a delicious composition of selected vegetables, finely balanced with herbs and spices and sea salt. It can be used in many ways in the kitchen, for example to refine soups and vegetable dishes. But also pure, as a drinking broth, it is a pleasure. Enjoy the full-bodied, aromatic taste."
"Fish Stock, 200ml","Pasta, condiments & canned food",Soups & stock,Stock cubes,Fish stock by JÃ¼rgen Langbein is the ideal base for pouring on and preparing maritime sauces and soups.
"Vegetable bouillon cubes classic, 8 pieces","Pasta, condiments & canned food",Soups & stock,Stock cubes,"It belongs in every kitchen: The vegetable bouillon paste from Morga. You can use them for just about anything: In water for the pasta, for risotto cooking or simply pure - for the heat from inside."
"Vegetable Bouillon Classic fat-free, 500g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"Morga's vegetable bouillon in Ebnat-Kappel is fat and gluten-free and ensures that your dishes receive the right spice. Thanks to the generous portion, the stock of stock will hopefully last a long time, depending on the size of the household."
"Bio Vegetable Bouillon yeast free, 180g","Pasta, condiments & canned food",Soups & stock,Stock cubes,The handmade vegetable broth of Terra Verde is produced in Florence by Emanuele and Enza Di Angiuli by Il Nutrimento in the traditional way.
"Crustacean fumet, 30g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"The essence of the sea: Crustacean Fumet is a thickened broth of delicious crustaceans, used to refine sauces, soups and other fishy dishes. Freshly prepared and vouched for by the Swiss fish experts of Zahner Fischhandel in Gommiswald in Zurich."
"Fish fumet, 25g","Pasta, condiments & canned food",Soups & stock,Stock cubes,"The essence of fish: Fish fumet is a thickened fish broth, used to refine soups, sauces and other dishes. Prepared by Zahner Fischhandel, the Swiss fish expert in Gommiswald in the canton of St Gallen."
"""Bonito del Norte"" in Bio Extra Virgin Olive Oil, 200g","Pasta, condiments & canned food",Canned food & convenience food,Tinned fish,"Albacore or Bonito del Norte is the highest quality tuna. The fish used by Ruben are fished individually and then very carefully filleted, cooked and then pickled in extra virgin olive oil. The tender white meat is particularly aromatic and tasty. Compared to the ""usual"" canned tuna fillets, the difference in taste is really impressive. The food recommendations are varied. They range from pasta dishes, antipasti and salads to sauce creations and vegetable compositions."
"Sardines MillÃ©sime 2023 L'heureuse nouvelle Mille Perle, 115g","Pasta, condiments & canned food",Canned food & convenience food,Tinned fish,"SolÃ¨ne Debies, an illustrator from Nantes with taste buds and pupils insatiable for discovery and travel, shares with us moments of life through her colorful characters. In this ambiance that heralds balmy summer evenings, you will find delicious vintage sardines. This vintage offers you tasty and flavorful sardines with particularly tender flesh."
"Sardines MillÃ©sime 2023 Sous le chapiteau de Mlle Lulu, 115g","Pasta, condiments & canned food",Canned food & convenience food,Tinned fish,"SolÃ¨ne Debies, an illustrator from Nantes with taste buds and pupils insatiable for discovery and travel, shares with us moments of life through her colorful characters. In this ambiance that heralds balmy summer evenings, you will find delicious vintage sardines. This vintage offers you tasty and flavorful sardines with particularly tender flesh."
"""Bonito del Norte"" in Escabeche Sauce, 120g","Pasta, condiments & canned food",Canned food & convenience food,Tinned fish,"Albacore or Bonito del Norte is the highest quality tuna species. The fish used by Ruben are fished individually and then very carefully filleted, cooked and then pickled. The tender white meat is particularly aromatic and tasty. Compared to the ""usual"" canned tuna fillets, the difference in taste is really impressive. The food recommendations are varied. They range from pasta dishes, antipasti and salads to sauce creations and vegetable compositions. Refined with ""PimentÃ³n de la Vera"", a smoked paprika (pimenton) from the Spanish region of Extremadura. This bell pepper, unique in the world, is very special and completely different from other peppers."
